track_name,artist_names,mood,valence,energy,danceability,tempo
Congratulations,"Post Malone, Quavo",energetic,0.492,0.804,0.63,123.146
Black Summer,Red Hot Chili Peppers,calm,0.351,0.682,0.417,105.542
Freak,Doja Cat,energetic,0.373,0.716,0.688,116.912
What’s Next,Drake,calm,0.0628,0.594,0.781,129.895
Feel The Love,"KIDS SEE GHOSTS, Pusha T",sad,0.369,0.469,0.58,110.573
Reggaetón en lo Oscuro,Wisin & Yandel,happy,0.729,0.894,0.744,92.018
FAKE LOVE,BTS,energetic,0.344,0.719,0.557,77.501
Hallo Hallo,"Azet, Zuna",happy,0.661,0.654,0.784,98.036
Nota de Repúdio - Ao Vivo,Gusttavo Lima,happy,0.766,0.807,0.811,115.01
Somewhere I Belong,Linkin Park,energetic,0.442,0.951,0.451,162.065
Imposible,"Luis Fonsi, Ozuna",happy,0.913,0.764,0.786,90.979
I CAN'T STOP ME,TWICE,happy,0.769,0.88,0.657,150.084
Grandpa's Space Ship,Logic,sad,0.161,0.167,0.719,119.082
The Color Violet,Tory Lanez,calm,0.463,0.534,0.645,105.02
Tired,"Alan Walker, Gavin James",energetic,0.493,0.876,0.69,123.994
Merry Christmas,"Ed Sheeran, Elton John",happy,0.602,0.935,0.594,113.99
New Light,John Mayer,happy,0.853,0.689,0.828,123.931
Overdrive (feat. Norma Jean Martine),"Ofenbach, Norma Jean Martine",energetic,0.279,0.757,0.611,126.963
Christmas Time Is Here,Vince Guaraldi Trio,sad,0.104,0.122,0.367,75.265
Too Sad to Dance,Jung Kook,calm,0.563,0.467,0.558,100.518
OK,"Robin Schulz, James Blunt",energetic,0.583,0.81,0.653,121.951
Can't Hold Us (feat. Ray Dalton),"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",happy,0.847,0.922,0.641,146.078
Black Swan,BTS,energetic,0.49,0.758,0.719,147.023
Somebody,Justin Bieber,energetic,0.359,0.756,0.551,75.991
For A Better Day,Avicii,energetic,0.321,0.836,0.631,134.987
Wasted On You,Morgan Wallen,calm,0.252,0.657,0.505,196.0
Lollipop,Darell,happy,0.934,0.711,0.822,102.984
No Lie,"Sean Paul, Dua Lipa",energetic,0.449,0.891,0.741,102.002
Dark Red,Steve Lacy,happy,0.769,0.784,0.603,172.041
Please Don't Go,Joel Adams,energetic,0.235,0.768,0.513,84.264
Hunter,Galantis,happy,0.653,0.712,0.509,99.831
Cambio,"Ozuna, Anuel AA",calm,0.649,0.542,0.548,174.043
Nice To Meet Ya,Niall Horan,energetic,0.392,0.841,0.591,109.034
What If I Told You That I Love You,Ali Gatie,sad,0.229,0.366,0.596,84.394
Wouldn't Leave,"Kanye West, PARTYNEXTDOOR",sad,0.352,0.433,0.555,164.236
Nobody Can Save Me,Linkin Park,calm,0.433,0.688,0.645,139.957
Vacaciones,Wisin,happy,0.694,0.909,0.772,96.031
TROLLZ,"6ix9ine, Nicki Minaj",calm,0.493,0.422,0.744,180.006
Rebota - Remix,"Guaynaa, Nicky Jam, Farruko, Becky G, Sech",happy,0.818,0.857,0.885,90.025
Take Me To Church,Hozier,calm,0.437,0.664,0.566,128.945
Savage,aespa,happy,0.671,0.879,0.727,146.959
I Still Have Faith In You,ABBA,sad,0.358,0.363,0.207,74.278
Ella Baila Sola,"Eslabon Armado, Peso Pluma",happy,0.834,0.758,0.668,147.989
Nummer 1,"Capital Bra, Samra",calm,0.663,0.585,0.833,96.016
VOID,Lil Nas X,sad,0.176,0.438,0.609,139.875
44 More,Logic,calm,0.219,0.584,0.824,139.965
"thank u, next",Ariana Grande,calm,0.412,0.653,0.717,106.966
Acapulco,Jason Derulo,energetic,0.507,0.792,0.774,122.062
Virginia Beach,Drake,calm,0.2,0.514,0.402,120.009
It Ain't Me (with Selena Gomez),"Kygo, Selena Gomez",calm,0.515,0.533,0.64,99.968
Creature (feat. Swae Lee),"Pop Smoke, Swae Lee",energetic,0.372,0.717,0.794,141.881
Maroon,Taylor Swift,sad,0.0374,0.398,0.637,108.075
test drive,Ariana Grande,energetic,0.322,0.708,0.698,115.036
Scared to Be Lonely,"Martin Garrix, Dua Lipa",calm,0.195,0.54,0.584,137.972
PASS OUT (feat. 21 Savage),"Quavo, 21 Savage",energetic,0.441,0.786,0.917,143.038
SAD!,XXXTENTACION,calm,0.473,0.613,0.74,75.023
HIGHEST IN THE ROOM,Travis Scott,sad,0.0605,0.427,0.598,76.469
París,"Morat, Duki",happy,0.732,0.804,0.582,138.014
REMIX EXCLUSIVO,Feid,calm,0.711,0.557,0.651,87.063
Ella Quiere Beber - Remix,"Anuel AA, Romeo Santos",happy,0.697,0.665,0.75,95.239
Suicide Doors,Lil Uzi Vert,energetic,0.553,0.783,0.538,75.388
Break Up Song,Little Mix,energetic,0.6,0.749,0.626,90.033
Our Song,"Anne-Marie, Niall Horan",energetic,0.519,0.759,0.572,80.95
Súbelo,"Anuel AA, Myke Towers, Jhayco",happy,0.746,0.754,0.625,89.888
KNIGHT CRAWLER,"Trippie Redd, Juice WRLD",energetic,0.424,0.769,0.679,130.094
Veleno 7,"Gemitaiz, MadMan",energetic,0.327,0.843,0.806,132.991
Wildest Dreams,Taylor Swift,calm,0.467,0.664,0.553,140.06
cómo dormiste?,Rels B,calm,0.565,0.429,0.627,126.426
Paranoid,Post Malone,calm,0.253,0.536,0.625,159.914
Like It Is,"Kygo, Zara Larsson, Tyga",energetic,0.36,0.728,0.794,105.024
Takeaway,"The Chainsmokers, ILLENIUM, Lennon Stella",calm,0.351,0.511,0.528,100.1
Esclavo de Tus Besos,"Manuel Turizo, Ozuna",calm,0.522,0.671,0.805,90.979
Caramelo,Ozuna,happy,0.698,0.806,0.728,168.084
TUS GAFITAS,KAROL G,calm,0.566,0.696,0.821,122.005
s!r! (feat. Lazza & Sfera Ebbasta),"thasup, Lazza, Sfera Ebbasta",energetic,0.338,0.739,0.675,149.959
Jonah,Kanye West,sad,0.128,0.431,0.459,177.3
Wish You The Best,Lewis Capaldi,calm,0.466,0.461,0.676,107.95
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,calm,0.341,0.532,0.601,136.571
I Just Can't,"R3HAB, Quintino",calm,0.303,0.595,0.652,77.538
Dinero,Trinidad Cardona,energetic,0.484,0.782,0.708,119.997
Fame,Apache 207,calm,0.474,0.645,0.811,129.967
DEAD RIGHT NOW,Lil Nas X,energetic,0.549,0.717,0.685,127.963
What Christmas Means To Me,Stevie Wonder,calm,0.821,0.542,0.478,167.486
Praise Jah In The Moonlight,YG Marley,energetic,0.418,0.727,0.66,125.023
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",happy,0.757,0.697,0.824,99.987
Love Yourself,Justin Bieber,calm,0.515,0.378,0.609,100.418
What Lovers Do (feat. SZA),"Maroon 5, SZA",calm,0.393,0.615,0.795,110.009
Jingle Bell Rock,Bobby Helms,calm,0.806,0.424,0.754,119.705
A Thousand Bad Times,Post Malone,energetic,0.317,0.732,0.632,159.0
The Night We Met,Lord Huron,sad,0.102,0.369,0.544,87.01
Too Much To Ask,Niall Horan,calm,0.196,0.552,0.517,153.747
CARNAL,"Peso Pluma, Natanael Cano",happy,0.781,0.786,0.667,135.873
august,Taylor Swift,calm,0.403,0.623,0.532,89.937
Venice Bitch,Lana Del Rey,sad,0.312,0.286,0.368,77.826
Shut up My Moms Calling,Hotel Ugly,sad,0.376,0.409,0.485,138.419
Little Freak,Harry Styles,calm,0.402,0.535,0.559,141.96
I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",happy,0.838,0.895,0.698,114.914
Sometimes,Juice WRLD,calm,0.0759,0.58,0.674,121.987
Lover (Remix) [feat. Shawn Mendes],"Taylor Swift, Shawn Mendes",calm,0.422,0.603,0.448,205.272
Glue Song,beabadoobee,calm,0.582,0.409,0.62,113.946
If You’re Too Shy (Let Me Know) - Edit,The 1975,energetic,0.386,0.806,0.651,125.641
Alcohol-Free,TWICE,happy,0.702,0.909,0.688,97.097
PORFA,"Feid, Justin Quiles",calm,0.541,0.549,0.843,83.982
Sua Cara (feat. Anitta & Pabllo Vittar),"Major Lazer, Anitta, Pabllo Vittar",happy,0.637,0.767,0.789,99.957
Love Someone,Lukas Graham,sad,0.265,0.409,0.538,171.838
Nail Tech,Jack Harlow,calm,0.1,0.557,0.677,150.127
Real Friends,Camila Cabello,calm,0.813,0.304,0.726,91.97
Holy Roller (feat. Sierra Ferrell),"Zach Bryan, Sierra Ferrell",calm,0.425,0.404,0.415,81.202
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,"Nathan Evans, 220 KID",energetic,0.439,0.893,0.722,119.932
"I P’ ME, TU P’ TE",Geolier,energetic,0.469,0.767,0.639,118.055
Pure Water (with Migos),"Mustard, Migos",calm,0.137,0.559,0.682,202.015
PTSD,"G Herbo, Lil Uzi Vert, Juice WRLD, Chance the Rapper",happy,0.805,0.808,0.883,119.012
Love Runs Out (feat. G-Eazy & Sasha Alex Sloan),"Martin Garrix, G-Eazy, Sasha Alex Sloan",calm,0.48,0.642,0.647,90.045
Adicto (with Anuel AA & Ozuna),"Tainy, Anuel AA, Ozuna",happy,0.623,0.836,0.734,80.002
Jaded,Drake,sad,0.037,0.272,0.766,116.036
"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix","Ariana Grande, Doja Cat, Megan Thee Stallion",happy,0.726,0.662,0.88,109.988
Adore You,Harry Styles,energetic,0.569,0.771,0.676,99.048
TELL ME WHY,The Kid LAROI,energetic,0.463,0.723,0.6,149.881
Sauce!,XXXTENTACION,calm,0.405,0.313,0.68,135.034
Rockstar,Sfera Ebbasta,happy,0.762,0.627,0.798,149.989
Bigger Than The Whole Sky,Taylor Swift,sad,0.0656,0.226,0.395,165.523
drunk face,mgk,energetic,0.344,0.77,0.691,90.024
Ojitos Lindos,"Bad Bunny, Bomba Estéreo",calm,0.268,0.686,0.647,79.928
ALL UP IN YOUR MIND,Beyoncé,calm,0.0805,0.577,0.744,135.869
Closer Than This,Jimin,calm,0.373,0.54,0.716,87.963
vampire,Olivia Rodrigo,calm,0.322,0.532,0.511,137.827
Omertà,Drake,happy,0.685,0.899,0.646,164.119
Came Here for Love,"Sigala, Ella Eyre",happy,0.72,0.868,0.708,124.994
Feliz Cumpleaños Ferxxo,Feid,calm,0.566,0.55,0.87,95.019
P2,Lil Uzi Vert,energetic,0.49,0.72,0.775,155.086
"Snow Tha Product: Bzrp Music Sessions, Vol. 39","Bizarrap, Snow Tha Product",energetic,0.523,0.748,0.83,133.028
El Gordo Trae El Mando,Chino Pacas,happy,0.961,0.8,0.736,140.253
KICK BACK,Kenshi Yonezu,energetic,0.292,0.941,0.577,101.921
Don Don,"Daddy Yankee, Anuel AA, Kendo Kaponi",happy,0.656,0.819,0.838,105.027
shut up,Ariana Grande,calm,0.599,0.462,0.499,127.698
Come Through (feat. Chris Brown),"H.E.R., Chris Brown",sad,0.185,0.422,0.615,135.859
Conexões de Máfia (feat. Rich The Kid),"Matuê, Rich The Kid",calm,0.691,0.577,0.771,116.96
Nobody's Love,Maroon 5,calm,0.154,0.567,0.486,93.68
SABOR FRESA,Fuerza Regida,happy,0.961,0.864,0.778,130.17
Redbone,Childish Gambino,calm,0.607,0.356,0.745,160.033
Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, SUGA",energetic,0.139,0.736,0.431,83.627
CALENTÓN,Mora,calm,0.512,0.592,0.455,134.025
Si Me Tomo Una Cerveza,"Migrantes, Alico",happy,0.86,0.612,0.721,85.081
Houdini (feat. Swarmz & Tion Wayne),"KSI, Tion Wayne, Swarmz",calm,0.704,0.519,0.572,100.453
I Saw Mommy Kissing Santa Claus,The Jackson 5,happy,0.653,0.603,0.574,129.204
Peaches,Jack Black,calm,0.413,0.312,0.71,92.075
Mekanın Sahibi,Norm Ender,calm,0.434,0.63,0.893,123.029
Feed Me Dope,Future,calm,0.565,0.688,0.853,150.012
Get Dripped (feat. Playboi Carti),"Lil Yachty, Playboi Carti",calm,0.919,0.489,0.95,130.021
Sorry Not Sorry,Demi Lovato,happy,0.863,0.633,0.704,144.021
Morado,J Balvin,happy,0.781,0.696,0.881,97.002
VUELVE CANDY B,Bad Bunny,calm,0.225,0.691,0.785,122.92
Comin Out Strong (feat. The Weeknd),"Future, The Weeknd",sad,0.33,0.481,0.628,108.761
Oi Balde - Ao Vivo,Zé Neto & Cristiano,calm,0.552,0.668,0.67,107.995
Underneath the Tree,Kelly Clarkson,happy,0.689,0.812,0.509,159.876
FINA,"Bad Bunny, Young Miko",energetic,0.396,0.724,0.847,94.601
I AM WOMAN,Emmy Meli,calm,0.455,0.471,0.646,170.084
DOLLAZ ON MY HEAD (feat. Young Thug),"Gunna, Young Thug",sad,0.161,0.458,0.825,145.115
Dick (feat. Doja Cat),"StarBoi3, Doja Cat",calm,0.474,0.608,0.647,125.994
Ocean (feat. Khalid),"Martin Garrix, Khalid",calm,0.221,0.693,0.506,139.912
PICK IT UP (feat. A$AP Rocky),"Famous Dex, A$AP Rocky",sad,0.287,0.467,0.921,135.995
Stay,BTS,calm,0.341,0.693,0.582,125.904
SPACE MAN,Sam Ryder,energetic,0.334,0.828,0.467,79.978
papercuts,mgk,calm,0.295,0.627,0.528,139.988
The Bones,Maren Morris,calm,0.335,0.57,0.612,77.004
Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",sad,0.238,0.472,0.714,131.121
All Too Well (Taylor's Version),Taylor Swift,calm,0.132,0.528,0.44,185.972
Forever Yours - Avicii Tribute,"Kygo, Avicii, Sandro Cavazza",calm,0.434,0.612,0.529,119.272
Numb Little Bug,Em Beihold,calm,0.638,0.527,0.742,84.974
Lean Wit Me,Juice WRLD,calm,0.237,0.651,0.665,163.935
Forever Winter (Taylor's Version) (From The Vault),Taylor Swift,calm,0.41,0.552,0.611,116.012
"A$AP Forever REMIX (feat. Moby, T.I. & Kid Cudi)","A$AP Rocky, Moby, T.I., Kid Cudi",energetic,0.394,0.754,0.428,125.948
CORAZÓN VACÍO,Maria Becerra,energetic,0.4,0.792,0.681,98.09
Waiting On A Miracle,Stephanie Beatriz,calm,0.267,0.554,0.48,190.066
’98 Braves,Morgan Wallen,calm,0.484,0.67,0.488,142.139
Polar Opposites,Drake,sad,0.343,0.274,0.44,76.513
Wasted (feat. Lil Uzi Vert),"Juice WRLD, Lil Uzi Vert",calm,0.502,0.579,0.742,144.994
Thotiana,Blueface,sad,0.391,0.382,0.906,104.025
Questions,Chris Brown,calm,0.565,0.598,0.614,105.803
No Child Left Behind,Kanye West,sad,0.0815,0.327,0.161,135.382
Louder than bombs,BTS,calm,0.485,0.667,0.643,145.999
Faith,The Weeknd,calm,0.128,0.605,0.375,175.946
Euphoria,BTS,energetic,0.562,0.799,0.637,104.995
Eyes Closed,Ed Sheeran,calm,0.309,0.52,0.793,107.014
To the Bone,Pamungkas,happy,0.939,0.727,0.668,139.991
The Archer,Taylor Swift,calm,0.166,0.574,0.292,124.344
Mourning,Post Malone,calm,0.266,0.636,0.549,74.142
Everybody Hates Me,The Chainsmokers,energetic,0.512,0.755,0.471,154.801
Angeklagt,Bonez MC,calm,0.305,0.623,0.658,182.011
What's the Move (feat. Lil Uzi Vert),"Young Thug, Lil Uzi Vert",calm,0.412,0.438,0.961,124.018
"Would've, Could've, Should've",Taylor Swift,energetic,0.554,0.832,0.488,157.984
Somebody,"The Chainsmokers, Drew Love",calm,0.292,0.616,0.532,101.883
Sunset (with J. Cole feat. Young Nudy),"Dreamville, J. Cole, Young Nudy",sad,0.39,0.385,0.924,129.976
Winter Wonderland - Remastered,Bing Crosby,calm,0.53,0.232,0.589,126.626
CANCIÓN CON YANDEL,"Yandel, Bad Bunny",energetic,0.495,0.741,0.75,79.968
Shake It Off (Taylor's Version),Taylor Swift,happy,0.921,0.807,0.632,160.055
What Do You Mean?,Justin Bieber,calm,0.793,0.567,0.845,125.02
Feliz Navidad,José Feliciano,happy,0.967,0.818,0.514,148.733
CLOSE (feat. Travis Scott) - From SR3MM,"Rae Sremmurd, Swae Lee, Slim Jxmmi, Travis Scott",energetic,0.0395,0.736,0.691,140.034
Medusa,"Jhayco, Anuel AA, J Balvin",calm,0.383,0.604,0.886,98.023
I'm Upset,Drake,calm,0.492,0.586,0.899,150.002
Ella Baila Sola,"Eslabon Armado, Peso Pluma",happy,0.834,0.758,0.668,147.989
Si La Calle Llama - Remix,"Eladio Carrion, Myke Towers",calm,0.534,0.639,0.469,172.37
Love You Anyway,Luke Combs,sad,0.32,0.489,0.532,139.807
SO DONE,The Kid LAROI,calm,0.303,0.598,0.719,142.592
End of Beginning,Djo,calm,0.912,0.454,0.689,159.982
Sober,"G-Eazy, Charlie Puth",energetic,0.182,0.766,0.558,96.281
Bleed It Out,Linkin Park,happy,0.698,0.932,0.542,140.135
All Mine,Kanye West,sad,0.265,0.308,0.925,122.099
Bejeweled,Taylor Swift,calm,0.433,0.559,0.696,163.999
Cherry Lady,Capital Bra,calm,0.654,0.549,0.838,114.445
Ditto,NewJeans,calm,0.183,0.641,0.814,133.854
Outro : Ego,BTS,energetic,0.473,0.903,0.808,116.988
The Cut Off (feat. kiLL edward),"J. Cole, kiLL edward",calm,0.336,0.543,0.734,78.168
Mask Off,Future,sad,0.281,0.434,0.833,150.062
Quiere Beber,Anuel AA,calm,0.772,0.57,0.773,95.038
Basta Você Me Ligar - Ao Vivo,"Os Barões Da Pisadinha, Xand Avião",happy,0.831,0.914,0.599,168.008
greedy,Tate McRae,happy,0.844,0.733,0.75,111.018
All Eyes On Me,Bo Burnham,sad,0.141,0.424,0.352,127.047
Midnight Rain,Taylor Swift,sad,0.23,0.363,0.643,139.865
Bad Memories (feat. Elley Duhé & FAST BOY),"MEDUZA, James Carter, Elley Duhé, FAST BOY",happy,0.662,0.767,0.607,123.998
Todo De Ti,Rauw Alejandro,energetic,0.336,0.719,0.78,127.962
Krippy Kush,"Farruko, Bad Bunny, Rvssian",calm,0.411,0.56,0.708,163.043
Bad Habits,Ed Sheeran,energetic,0.537,0.893,0.807,126.011
Do I Wanna Know?,Arctic Monkeys,calm,0.405,0.532,0.548,85.03
Rich Nigga Shit (feat. Young Thug),"21 Savage, Metro Boomin, Young Thug",happy,0.62,0.733,0.825,97.974
dimple,BTS,happy,0.653,0.844,0.612,134.868
Overnight,Logic,happy,0.889,0.745,0.861,150.002
The London (feat. J. Cole & Travis Scott),"Young Thug, J. Cole, Travis Scott",calm,0.206,0.517,0.784,97.991
Two High,Moon Taxi,energetic,0.48,0.762,0.649,107.034
Bound 2,Kanye West,calm,0.31,0.665,0.367,148.913
Enchanted (Taylor's Version),Taylor Swift,calm,0.216,0.532,0.505,81.907
Where Did You Go? (feat. MNEK),"Jax Jones, MNEK",energetic,0.502,0.782,0.763,127.034
sentaDONA (Remix) s2,"Davi Kneip, Mc Frog, Dj Gabriel do Borel, Luísa Sonza",calm,0.771,0.454,0.925,135.02
Mad Love,"Sean Paul, David Guetta, Becky G",happy,0.611,0.824,0.793,98.019
Enchanted,Taylor Swift,calm,0.228,0.618,0.535,81.975
Psycho (feat. Ty Dolla $ign),"Post Malone, Ty Dolla $ign",calm,0.459,0.56,0.75,140.06
Elevate,Drake,sad,0.0542,0.474,0.758,76.061
Overdrive,Post Malone,energetic,0.482,0.729,0.555,139.864
High,The Chainsmokers,energetic,0.525,0.787,0.601,134.981
GPS (feat. French Montana),"Maluma, French Montana",happy,0.676,0.629,0.841,143.949
The Motion,Drake,energetic,0.558,0.717,0.676,157.628
Dream On,Aerosmith,sad,0.238,0.433,0.393,79.588
emo girl (feat. WILLOW),"mgk, WILLOW",energetic,0.359,0.881,0.412,165.012
Commercial (feat. Lil Uzi Vert),"Lil Baby, Lil Uzi Vert",calm,0.535,0.486,0.892,120.998
Sweet but Psycho,Ava Max,happy,0.62,0.706,0.72,133.002
HONEY (ARE U COMING?),Måneskin,energetic,0.392,0.936,0.474,139.933
Silent Hill,"Kendrick Lamar, Kodak Black",calm,0.801,0.577,0.907,140.07
Topanga,Trippie Redd,calm,0.039,0.615,0.755,105.955
For Real,Lil Uzi Vert,happy,0.615,0.673,0.902,132.066
Un Finde | CROSSOVER #2,"Big One, FMK, Ke Personajes",calm,0.848,0.519,0.499,192.147
Mood (feat. iann dior),"24kGoldn, iann dior",happy,0.756,0.722,0.7,90.989
Capital Letters,"Hailee Steinfeld, BloodPop®",energetic,0.463,0.82,0.672,100.069
La Bachata,Manuel Turizo,happy,0.85,0.679,0.835,124.98
A Gente Fez Amor - Ao Vivo,Gusttavo Lima,happy,0.826,0.937,0.794,134.012
Rise,"Jonas Blue, Jack & Jack",happy,0.669,0.784,0.69,106.066
ROMEO & JULIET,"Loredana, Mozzik",happy,0.683,0.68,0.644,125.465
Hot Shit (feat. Ye & Lil Durk),"Cardi B, Kanye West, Lil Durk",calm,0.523,0.685,0.878,157.003
Big For Your Boots,Stormzy,happy,0.628,0.902,0.515,174.589
Overdrive,Post Malone,energetic,0.45,0.741,0.554,139.923
Where Are You Now,"Lost Frequencies, Calum Scott",calm,0.262,0.636,0.671,120.966
Real Shit (with benny blanco),"Juice WRLD, benny blanco",happy,0.697,0.703,0.703,76.017
Lift Yourself,Kanye West,calm,0.589,0.435,0.877,98.008
closure,Taylor Swift,happy,0.919,0.705,0.686,151.868
Mean It,"Lauv, LANY",sad,0.336,0.45,0.746,95.998
All of Me,John Legend,sad,0.331,0.264,0.422,119.93
Doch in der Nacht,Apache 207,happy,0.706,0.832,0.9,130.994
Layla,"DJ Robin, Schürze",energetic,0.388,0.922,0.442,140.082
El Amante,Nicky Jam,happy,0.732,0.691,0.683,179.91
Cool for the Summer,Demi Lovato,calm,0.336,0.61,0.583,114.06
Malibu (feat. Polo G),"Migos, Polo G",happy,0.859,0.719,0.831,155.038
How You Like That,BLACKPINK,energetic,0.351,0.782,0.828,130.013
Every Angel is Terrifying,The Weeknd,energetic,0.46,0.959,0.447,118.167
APA,"Mora, Quevedo",happy,0.753,0.738,0.757,120.091
Santé,Stromae,happy,0.836,0.681,0.641,138.095
I Know - PR1SVX Edit,"Kanii, PR1ISVX",energetic,0.109,0.759,0.674,134.038
Light My Body Up (feat. Nicki Minaj & Lil Wayne),"David Guetta, Lil Wayne, Nicki Minaj",happy,0.689,0.66,0.699,145.937
My Love Mine All Mine,Mitski,sad,0.121,0.308,0.504,113.95
Freaky Deaky,"Tyga, Doja Cat",calm,0.236,0.653,0.799,104.019
CARNIVAL,"¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti",energetic,0.311,0.811,0.594,148.144
Tyler Herro,Jack Harlow,happy,0.775,0.793,0.792,123.031
dorothea,Taylor Swift,sad,0.361,0.488,0.607,119.953
Go Legend (& Metro Boomin),"Big Sean, Metro Boomin, Travis Scott",calm,0.25,0.564,0.656,150.014
fake smile,Ariana Grande,calm,0.427,0.619,0.45,83.3
Rose Colored Lenses,Miley Cyrus,calm,0.836,0.503,0.539,174.068
Uproar,"Lil Wayne, Swizz Beatz",happy,0.884,0.87,0.743,99.079
Ignorantes,"Bad Bunny, Sech",calm,0.505,0.536,0.85,96.029
Havana - Remix,"Camila Cabello, Daddy Yankee",calm,0.349,0.579,0.751,105.031
BIPOLAR,"Peso Pluma, Jasiel Nuñez, Junior H",happy,0.603,0.701,0.776,112.032
Let Me Know (I Wonder Why Freestyle),Juice WRLD,calm,0.383,0.537,0.635,125.028
Rush,Troye Sivan,energetic,0.346,0.839,0.742,126.03
Pink + White,Frank Ocean,calm,0.549,0.545,0.545,159.94
Chaleya,"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",energetic,0.439,0.845,0.575,95.047
Hrs & Hrs,Muni Long,calm,0.661,0.525,0.511,139.885
Déjate Llevar,"Juan Magán, Belinda, Manuel Turizo, Snova, B-Case",energetic,0.506,0.724,0.675,92.051
Shivers,Ed Sheeran,happy,0.822,0.859,0.788,141.02
One More Light,Linkin Park,sad,0.17,0.2,0.593,83.966
Hits Different,Taylor Swift,energetic,0.239,0.782,0.672,106.026
Sanctuary,Joji,calm,0.316,0.65,0.552,167.788
Bella,Wolfine,calm,0.844,0.493,0.909,94.016
Dancing With A Stranger (with Normani),"Sam Smith, Normani",calm,0.347,0.52,0.741,102.998
Súbelo,"Anuel AA, Myke Towers, Jhayco",happy,0.746,0.754,0.625,89.888
"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")","Kygo, Rita Ora",energetic,0.27,0.705,0.591,121.799
"Satranga (From ""ANIMAL"")","Arijit Singh, Shreyas Puranik, Siddharth - Garima",calm,0.534,0.405,0.273,89.48
22 (Taylor's Version),Taylor Swift,happy,0.642,0.695,0.642,103.984
Fingers Crossed,Lauren Spencer Smith,calm,0.441,0.473,0.56,109.414
Ours (Taylor’s Version),Taylor Swift,sad,0.348,0.488,0.535,159.813
bad guy (with Justin Bieber),"Billie Eilish, Justin Bieber",calm,0.68,0.453,0.67,135.055
My Oh My (feat. DaBaby),"Camila Cabello, DaBaby",sad,0.383,0.491,0.724,105.046
0X1=LOVESONG (I Know I Love You) feat. Seori,"TOMORROW X TOGETHER, Seori",energetic,0.484,0.836,0.584,104.973
Emotions 2.0,"Ufo361, CÉLINE",sad,0.271,0.491,0.788,98.543
Over The Top (feat. Drake),"Smiley, Drake",sad,0.259,0.498,0.833,139.928
Choker,Twenty One Pilots,calm,0.585,0.664,0.7,142.009
The Real Slim Shady,Eminem,happy,0.76,0.661,0.949,104.504
Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,energetic,0.494,0.791,0.622,115.915
Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, Yoko Ono",calm,0.395,0.607,0.328,146.537
Hey Brother,Avicii,energetic,0.458,0.78,0.545,125.014
Tu hai kahan,AUR,calm,0.569,0.356,0.708,83.679
Happy Xmas (War Is Over),Céline Dion,calm,0.158,0.6,0.347,172.062
Palace,Sam Smith,sad,0.268,0.193,0.345,77.547
LET GO,Central Cee,calm,0.514,0.449,0.735,146.016
Perfect Symphony (Ed Sheeran & Andrea Bocelli),"Ed Sheeran, Andrea Bocelli",sad,0.207,0.417,0.544,95.156
Reggaetón Lento (Remix),"CNCO, Little Mix",happy,0.664,0.907,0.527,93.813
Doja,"$NOT, A$AP Rocky",happy,0.669,0.777,0.753,157.148
Better Believe,"Belly, The Weeknd, Young Thug",calm,0.445,0.573,0.797,124.995
Miss You,Louis Tomlinson,happy,0.681,0.69,0.541,180.239
Purple Hearts,"Kendrick Lamar, Summer Walker, Ghostface Killah",happy,0.737,0.824,0.567,138.202
Who Told You (feat. Drake),"J Hus, Drake",happy,0.891,0.743,0.646,151.314
New Light,John Mayer,happy,0.853,0.689,0.828,123.931
March 14,Drake,sad,0.313,0.419,0.5,91.963
Ex Bitch,XXXTENTACION,calm,0.702,0.462,0.835,78.99
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),"Martin Garrix, Macklemore, Fall Out Boy",energetic,0.316,0.723,0.661,113.778
Afraid To Feel,LF SYSTEM,happy,0.68,0.912,0.578,127.87
idontwannabeyouanymore,Billie Eilish,sad,0.247,0.412,0.483,170.163
Repeat After Me (Interlude),The Weeknd,calm,0.141,0.619,0.555,95.032
Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),"Vice, Jasmine Thompson, Skizzy Mars",happy,0.718,0.671,0.779,104.953
Never Love Again,Eminem,energetic,0.581,0.899,0.747,92.029
"Me, Myself & I","G-Eazy, Bebe Rexha",calm,0.389,0.674,0.756,111.995
Fair Trade (with Travis Scott),"Drake, Travis Scott",sad,0.292,0.465,0.666,167.937
GATTI,"JACKBOYS, Pop Smoke, Travis Scott",calm,0.472,0.676,0.594,143.477
Cry for Me,Camila Cabello,happy,0.653,0.805,0.721,118.058
